CustomerID,purchase_cnt,item_cnt,recency,user_total,user_average,unique_products,average_interval,total_transactions,cancel_frequency,cancel_rate
15945,2,52,365,181.0,90.5,2,0.0,2,0.0,0.0
17942,2,38,7,77.5,38.8,2,0.0,2,0.0,0.0
12875,2,2019,143,343.2,171.6,1,219.0,2,0.0,0.0
12917,2,120,128,594.0,297.0,2,0.0,2,0.0,0.0
13967,2,42,145,80.7,40.4,2,0.0,2,0.0,0.0
16856,2,12,14,35.4,17.7,2,0.0,2,0.0,0.0
13452,2,2,259,590.0,295.0,1,11.0,2,0.0,0.0
15649,2,192,336,816.0,408.0,1,31.0,2,0.0,0.0
17995,2,133,281,76.1,38.0,2,0.0,2,0.0,0.0
14821,2,20,366,48.8,24.4,2,0.0,2,0.0,0.0
17896,2,288,23,256.3,128.2,2,0.0,2,0.0,0.0
16162,2,4,252,37.4,18.7,2,0.0,2,0.0,0.0
16754,2,4280,372,2002.4,1001.2,2,0.0,2,0.0,0.0
14603,2,400,274,660.0,330.0,2,0.0,2,0.0,0.0
13130,2,32,94,64.0,32.0,2,0.0,2,0.0,0.0
17831,2,12,33,35.4,17.7,2,0.0,2,0.0,0.0
15216,2,28,87,96.6,48.3,2,0.0,2,0.0,0.0
16344,2,18,158,101.1,50.5,1,0.0,2,0.0,0.0
17079,2,24,78,118.8,59.4,2,0.0,2,0.0,0.0
15603,2,96,78,48.5,24.3,2,0.0,2,0.0,0.0
18080,2,642,18,1231.5,615.8,2,223.0,2,0.0,0.0
17427,2,34,71,100.8,50.4,2,0.0,2,0.0,0.0
16692,2,151,256,1126.0,563.0,1,32.0,2,0.0,0.0
14682,2,80,187,52.0,26.0,1,13.0,2,0.0,0.0
14642,2,76,58,96.1,48.0,2,0.0,2,0.0,0.0
17553,2,1048,129,1487.6,743.8,2,0.0,2,0.0,0.0
15619,3,136,10,336.4,112.1,3,0.0,3,0.0,0.0
12891,3,950,185,331.0,110.3,2,53.5,3,0.0,0.0
15744,3,120,77,34.8,11.6,3,0.0,3,0.0,0.0
17024,3,69,45,95.8,31.9,2,55.5,3,0.0,0.0
16506,3,42,19,90.3,30.1,3,10.0,3,0.0,0.0
14185,3,6,331,197.7,65.9,3,0.0,3,0.0,0.0
15286,3,55,49,240.6,80.2,3,0.0,3,0.0,0.0
14785,3,84,10,77.4,25.8,2,2.0,3,0.0,0.0
12855,3,30,372,38.1,12.7,3,0.0,3,0.0,0.0
16679,3,29,366,129.8,43.3,3,0.0,3,0.0,0.0
14117,3,72,143,90.0,30.0,3,0.0,3,0.0,0.0
12736,3,168,332,144.0,48.0,3,0.0,3,0.0,0.0
14589,3,5,371,39.8,13.3,3,0.0,3,0.0,0.0
16545,3,78,164,339.3,113.1,3,0.0,3,0.0,0.0
14148,3,16,233,157.2,52.4,3,0.0,3,0.0,0.0
12445,3,60,22,77.4,25.8,3,0.0,3,0.0,0.0
14946,3,22,14,100.9,33.6,3,0.0,3,0.0,0.0
15043,3,300,31,537.0,179.0,3,0.0,3,0.0,0.0
18273,3,80,2,204.0,68.0,1,127.5,3,0.0,0.0
12587,3,50,7,104.0,34.7,3,0.0,3,0.0,0.0
13739,3,54,18,216.9,72.3,3,0.0,3,0.0,0.0
18058,3,88,9,170.2,56.7,3,0.0,3,0.0,0.0
13011,3,13,372,50.6,16.9,3,0.0,3,0.0,0.0
14423,3,120,218,265.2,88.4,3,0.0,3,0.0,0.0
14300,3,32,18,43.2,14.4,3,0.0,3,0.0,0.0
17616,3,224,173,571.2,190.4,1,96.5,3,0.0,0.0
16171,3,24,59,73.2,24.4,3,0.0,3,0.0,0.0
16565,3,46,364,173.7,57.9,3,0.0,3,0.0,0.0
13144,3,21,332,111.0,37.0,3,0.0,3,0.0,0.0
18017,3,300,81,523.0,174.3,1,114.5,3,0.0,0.0
13194,3,26,135,60.7,20.2,3,0.0,3,0.0,0.0
16784,3,24,19,107.6,35.9,3,0.0,3,0.0,0.0
12789,3,3,65,76.9,25.6,3,0.0,3,0.0,0.0
16319,3,72,217,404.4,134.8,3,0.0,3,0.0,0.0
15049,3,63,273,121.2,40.4,3,0.0,3,0.0,0.0
13682,3,10,187,59.5,19.8,3,0.0,3,0.0,0.0
13403,3,44,17,75.0,25.0,3,0.0,3,0.0,0.0
13132,3,20,261,77.3,25.8,3,0.0,3,0.0,0.0
15992,3,17,3,42.0,14.0,3,0.0,3,0.0,0.0
17391,3,480,163,508.8,169.6,2,0.0,3,0.0,0.0
16986,3,1040,29,1873.2,624.4,3,0.0,3,0.0,0.0
13948,3,40,360,102.0,34.0,3,0.0,3,0.0,0.0
13877,3,108,86,117.2,39.1,3,0.0,3,0.0,0.0
15178,3,30,260,40.5,13.5,3,0.0,3,0.0,0.0
12817,3,52,281,126.0,42.0,3,0.0,3,0.0,0.0
15374,3,126,128,168.0,56.0,3,0.0,3,0.0,0.0
12864,3,216,138,147.1,49.0,3,0.0,3,0.0,0.0
14616,3,104,242,406.1,135.4,2,36.5,3,0.0,0.0
17536,3,6,177,76.5,25.5,3,0.0,3,0.0,0.0
17775,3,72,254,56.4,18.8,3,0.0,3,0.0,0.0
16387,4,44,322,94.4,23.6,4,0.0,4,0.0,0.0
14987,4,128,15,326.4,81.6,2,116.33,4,0.0,0.0
14548,4,256,150,652.8,163.2,2,55.67,4,0.0,0.0
14816,4,5,197,271.8,68.0,4,0.0,4,0.0,0.0
17788,4,210,73,1113.0,278.3,2,18.33,4,0.0,0.0
14520,4,146,1,270.6,67.7,3,96.33,4,0.0,0.0
12659,4,104,29,73.7,18.4,4,0.0,4,0.0,0.0
17620,4,60,59,81.4,20.4,4,0.0,4,0.0,0.0
14457,4,88,310,113.6,28.4,4,0.0,4,0.0,0.0
15526,4,24,33,148.4,37.1,4,0.0,4,0.0,0.0
12873,4,128,282,374.0,93.5,4,0.0,4,0.0,0.0
12548,4,48,166,67.2,16.8,4,0.0,4,0.0,0.0
12984,4,26,18,97.5,24.4,4,0.0,4,0.0,0.0
15899,4,39,368,56.3,14.1,4,0.0,4,0.0,0.0
13160,4,56,22,91.8,22.9,4,0.0,4,0.0,0.0
18246,4,166,23,596.1,149.0,3,69.67,4,0.0,0.0
17026,4,97,185,154.8,38.7,4,61.33,4,0.0,0.0
12353,4,20,204,89.0,22.3,4,0.0,4,0.0,0.0
14566,4,800,110,1432.0,358.0,4,0.0,4,0.0,0.0
15368,4,230,21,446.9,111.7,4,0.0,4,0.0,0.0
13551,4,12,319,91.8,22.9,4,0.0,4,0.0,0.0
12403,4,94,49,391.7,97.9,4,0.0,4,0.0,0.0
14373,4,17,358,76.6,19.1,4,0.0,4,0.0,0.0
14080,4,48,32,45.6,11.4,4,0.0,4,0.0,0.0
17394,4,241,219,203.9,51.0,4,0.0,4,0.0,0.0
16505,4,576,31,777.6,194.4,4,0.0,4,0.0,0.0
13147,4,144,10,712.8,178.2,1,29.33,4,0.0,0.0
14661,4,35,26,108.0,27.0,4,0.0,4,0.0,0.0
17174,4,41,217,59.9,15.0,4,0.0,4,0.0,0.0
14053,4,215,124,260.3,65.1,2,11.67,4,0.0,0.0
16308,4,8000,37,2560.0,640.0,1,74.0,4,0.0,0.0
16532,4,2016,17,6748.8,1687.2,2,106.67,4,0.0,0.0
13514,4,40,73,152.2,38.0,4,0.0,4,0.0,0.0
12401,4,10,303,69.3,17.3,4,0.0,4,0.0,0.0
15160,4,84,357,158.2,39.5,4,0.0,4,0.0,0.0
14371,4,34,295,100.5,25.1,4,0.0,4,0.0,0.0
12734,4,88,352,110.4,27.6,4,0.0,4,0.0,0.0
17212,4,147,253,226.8,56.7,4,0.0,4,0.0,0.0
14865,4,108,7,52.2,13.1,4,121.33,4,0.0,0.0
14840,4,31,267,62.9,15.7,4,0.0,4,0.0,0.0
12756,4,144,86,112.1,28.0,4,0.0,4,0.0,0.0
14609,4,7026,72,601.6,150.4,2,74.0,4,0.0,0.0
12897,4,110,204,216.5,54.1,3,32.33,4,0.0,0.0
13006,4,55,56,81.6,20.4,4,0.0,4,0.0,0.0
17640,5,250,86,621.7,124.3,5,0.0,5,0.0,0.0
17468,5,116,10,137.0,27.4,5,1.0,5,0.0,0.0
17991,5,25,225,93.3,18.7,4,0.0,5,0.0,0.0
17500,5,17,17,1138.0,227.6,3,3.0,5,0.0,0.0
17707,5,144,185,152.4,30.5,3,37.75,5,0.0,0.0
18227,5,21,217,93.8,18.8,5,0.0,5,0.0,0.0
14836,5,43,10,99.4,19.9,4,5.0,5,0.0,0.0
16569,5,93,3,124.2,24.8,5,0.0,5,0.0,0.0
14124,5,1618,84,419.6,83.9,4,0.0,5,0.0,0.0
15350,5,51,373,115.7,23.1,5,0.0,5,0.0,0.0
14962,5,44,270,126.7,25.3,5,0.0,5,0.0,0.0
16542,5,46,53,119.6,23.9,5,0.0,5,0.0,0.0
15063,5,56,213,370.8,74.2,5,0.0,5,0.0,0.0
14393,5,13,218,68.0,13.6,5,0.0,5,0.0,0.0
14542,5,19,185,103.3,20.7,5,0.0,5,0.0,0.0
16377,5,1500,267,676.2,135.2,5,0.0,5,0.0,0.0
13299,5,30,268,142.5,28.5,5,0.0,5,0.0,0.0
14463,5,178,98,514.6,102.9,5,26.5,5,0.0,0.0
16363,5,52,53,109.4,21.9,5,0.0,5,0.0,0.0
16405,5,187,302,167.3,33.5,3,1.75,5,0.0,0.0
16698,5,840,226,1998.0,399.6,4,6.5,5,0.0,0.0
13645,5,158,120,252.1,50.4,5,0.0,5,0.0,0.0
17844,5,52,106,51.6,10.3,5,0.0,5,0.0,0.0
16623,5,39,245,129.4,25.9,5,0.0,5,0.0,0.0
18019,5,7,51,38.5,7.7,5,0.0,5,0.0,0.0
13992,5,64,30,76.8,15.4,5,0.0,5,0.0,0.0
15168,5,52,25,106.6,21.3,5,0.0,5,0.0,0.0
17163,5,66,21,293.1,58.6,3,14.0,5,0.0,0.0
15445,5,58,264,113.5,22.7,5,0.0,5,0.0,0.0
13296,5,78,137,87.4,17.5,5,0.0,5,0.0,0.0
15612,5,51,36,180.2,36.0,3,6.25,5,0.0,0.0
15703,5,66,264,211.5,42.3,5,0.0,5,0.0,0.0
16789,5,32,8,80.8,16.2,5,0.0,5,0.0,0.0
15347,5,130,366,201.6,40.3,5,0.0,5,0.0,0.0
13522,5,44,30,125.8,25.2,5,0.0,5,0.0,0.0
13947,5,44,65,90.6,18.1,5,0.0,5,0.0,0.0
14259,5,68,141,120.0,24.0,5,0.0,5,0.0,0.0
18032,5,42,334,73.5,14.7,5,0.0,5,0.0,0.0
15083,5,38,256,88.2,17.6,5,0.0,5,0.0,0.0
13651,5,32,39,79.2,15.8,5,0.0,5,0.0,0.0
16617,5,91,235,151.8,30.4,5,0.0,5,0.0,0.0
15661,5,236,317,309.8,62.0,4,5.25,5,0.0,0.0
13223,5,88,200,163.2,32.6,5,7.75,5,0.0,0.0
17060,5,216,266,234.2,46.8,5,0.0,5,0.0,0.0
15593,5,60,70,199.8,40.0,5,0.0,5,0.0,0.0
13848,5,3700,92,1255.0,251.0,3,68.25,5,0.0,0.0
15042,5,30,199,135.9,27.2,5,0.0,5,0.0,0.0
12968,5,73,112,135.9,27.2,5,0.0,5,0.0,0.0
17628,5,79,81,75.8,15.2,5,0.0,5,0.0,0.0
15222,5,440,318,585.0,117.0,5,0.0,5,0.0,0.0
18050,5,40,359,74.4,14.9,5,0.0,5,0.0,0.0
13218,5,88,127,62.6,12.5,5,0.0,5,0.0,0.0
13216,5,297,267,333.7,66.7,5,0.0,5,0.0,0.0
12823,5,230,74,1759.5,351.9,1,55.0,5,0.0,0.0
14437,5,60,365,63.0,12.6,5,0.0,5,0.0,0.0
14752,5,260,43,389.6,77.9,5,0.0,5,0.0,0.0
16671,6,875,28,1692.3,282.1,3,27.0,6,0.0,0.0
17330,6,120,22,363.9,60.6,5,8.8,6,0.0,0.0
16190,6,88,40,215.1,35.9,6,0.0,6,0.0,0.0
14789,6,116,28,197.6,32.9,6,0.0,6,0.0,0.0
15247,6,160,122,356.0,59.3,6,0.0,6,0.0,0.0
15705,6,62,201,143.1,23.8,6,0.0,6,0.0,0.0
15944,6,50,276,325.1,54.2,6,0.0,6,0.0,0.0
14039,6,92,33,152.2,25.4,6,0.0,6,0.0,0.0
16927,6,993,115,543.1,90.5,5,49.0,6,0.0,0.0
17268,6,844,107,763.6,127.3,3,27.2,6,0.0,0.0
16430,6,103,57,300.9,50.1,6,0.0,6,0.0,0.0
14495,6,62,50,123.8,20.6,6,14.0,6,0.0,0.0
12686,6,106,371,71.1,11.8,6,0.0,6,0.0,0.0
15422,6,38,323,97.7,16.3,6,0.0,6,0.0,0.0
13079,6,62,4,220.1,36.7,2,26.8,6,0.0,0.0
13525,6,394,14,628.8,104.8,5,46.6,6,0.0,0.0
13493,6,377,275,498.6,83.1,5,2.2,6,0.0,0.0
14887,6,1100,79,1862.0,310.3,6,0.0,6,0.0,0.0
16041,6,1584,30,3166.4,527.7,6,22.0,6,0.0,0.0
18240,6,126,46,422.6,70.4,6,0.0,6,0.0,0.0
17513,6,254,72,513.2,85.5,6,0.0,6,0.0,0.0
16610,6,66,219,75.7,12.6,6,0.0,6,0.0,0.0
13080,6,120,179,58.1,9.7,6,0.0,6,0.0,0.0
15653,6,1200,92,877.4,146.2,4,4.6,6,0.0,0.0
16213,6,48,78,159.0,26.5,6,0.0,6,0.0,0.0
15397,6,20,289,94.0,15.7,6,0.0,6,0.0,0.0
17879,6,45,173,178.5,29.8,6,0.0,6,0.0,0.0
15610,6,66,51,112.5,18.8,6,0.0,6,0.0,0.0
14027,6,62,60,104.8,17.5,6,0.0,6,0.0,0.0
16516,6,58,30,101.7,16.9,6,0.0,6,0.0,0.0
14795,6,17,166,131.4,21.9,6,0.0,6,0.0,0.0
14861,6,117,52,125.8,21.0,6,0.0,6,0.0,0.0
12821,6,70,214,92.7,15.5,6,0.0,6,0.0,0.0
18255,6,74,89,103.3,17.2,6,0.0,6,0.0,0.0
17549,6,210,23,148.9,24.8,5,5.4,6,0.0,0.0
14353,6,64,215,90.6,15.1,6,0.0,6,0.0,0.0
13003,6,103,105,149.1,24.8,4,21.6,6,0.0,0.0
14582,6,73,40,114.1,19.0,6,0.0,6,0.0,0.0
14196,6,142,106,335.5,55.9,6,0.0,6,0.0,0.0
15256,6,55,148,98.5,16.4,6,0.0,6,0.0,0.0
15180,6,36,367,87.5,14.6,6,0.0,6,0.0,0.0
16582,6,164,113,313.6,52.3,6,0.0,6,0.0,0.0
14345,6,50,38,109.0,18.2,6,0.0,6,0.0,0.0
17524,6,90,361,145.0,24.2,6,0.0,6,0.0,0.0
16276,6,420,176,810.6,135.1,6,0.0,6,0.0,0.0
15709,6,121,283,133.3,22.2,6,0.0,6,0.0,0.0
13723,6,43,217,199.9,33.3,6,0.0,6,0.0,0.0
13689,6,512,63,910.0,151.7,6,0.0,6,0.0,0.0
14782,6,114,319,200.1,33.4,6,0.0,6,0.0,0.0
16106,6,74,65,108.4,18.1,6,0.0,6,0.0,0.0
14045,6,535,109,1659.8,276.6,4,52.6,6,0.0,0.0
15428,6,102,15,93.8,15.6,6,0.0,6,0.0,0.0
14340,6,58,218,134.7,22.4,6,0.0,6,0.0,0.0
14967,6,140,49,463.8,77.3,6,0.0,6,0.0,0.0
17718,6,83,232,139.3,23.2,6,0.0,6,0.0,0.0
17325,6,60,280,96.8,16.1,6,0.0,6,0.0,0.0
12547,6,132,197,151.8,25.3,6,16.4,6,0.0,0.0
14054,6,62,65,92.5,15.4,6,0.0,6,0.0,0.0
17556,6,101,205,157.9,26.3,6,0.0,6,0.0,0.0
14155,6,25,266,118.8,19.8,6,0.0,6,0.0,0.0
13095,6,144,70,74.4,12.4,6,0.0,6,0.0,0.0
15266,6,18,338,119.3,19.9,6,0.0,6,0.0,0.0
12509,6,54,284,158.5,26.4,6,0.0,6,0.0,0.0
17414,6,2100,43,778.0,129.7,5,28.2,6,0.0,0.0
13807,7,36,367,112.6,16.1,7,0.0,7,0.0,0.0
16828,7,58,112,113.5,16.2,7,0.0,7,0.0,0.0
14066,7,45,266,152.6,21.8,7,0.0,7,0.0,0.0
13002,7,73,318,120.9,17.3,7,0.0,7,0.0,0.0
15361,7,336,361,418.9,59.8,7,0.0,7,0.0,0.0
14219,7,78,4,89.9,12.8,7,0.0,7,0.0,0.0
18147,7,203,45,179.3,25.6,7,10.33,7,0.0,0.0
13786,7,136,367,230.4,32.9,7,0.0,7,0.0,0.0
15937,7,73,64,145.3,20.8,7,0.0,7,0.0,0.0
15797,7,872,113,2192.4,313.2,7,31.83,7,0.0,0.0
15759,7,60,218,253.0,36.1,5,23.17,7,0.0,0.0
16248,7,78,61,152.9,21.8,7,0.0,7,0.0,0.0
15909,7,98,173,191.9,27.4,7,0.0,7,0.0,0.0
18281,7,54,180,80.8,11.5,7,0.0,7,0.0,0.0
16414,7,27,21,126.3,18.0,5,43.0,7,0.0,0.0
17639,7,49,276,108.5,15.5,7,0.0,7,0.0,0.0
14143,7,30,133,115.8,16.5,7,0.0,7,0.0,0.0
12884,7,43,88,309.1,44.2,7,0.0,7,0.0,0.0
16988,7,43,5,126.1,18.0,7,0.0,7,0.0,0.0
15395,7,17,325,107.4,15.3,7,0.0,7,0.0,0.0
18191,7,140,261,207.8,29.7,7,0.0,7,0.0,0.0
14386,7,54,296,142.4,20.3,7,0.0,7,0.0,0.0
17022,7,108,31,71.0,10.1,7,0.0,7,0.0,0.0
13283,7,90,59,93.7,13.4,7,20.83,7,0.0,0.0
18042,7,33,53,165.0,23.6,7,0.0,7,0.0,0.0
17122,7,80,119,138.3,19.8,7,0.0,7,0.0,0.0
16959,7,49,87,117.3,16.8,7,0.0,7,0.0,0.0
12881,7,21,275,298.0,42.6,7,0.0,7,0.0,0.0
17958,7,84,116,508.5,72.6,7,0.0,7,0.0,0.0
15775,7,68,245,104.9,15.0,7,0.0,7,0.0,0.0
13922,7,93,351,172.2,24.6,7,0.0,7,0.0,0.0
15717,7,70,234,150.3,21.5,7,0.0,7,0.0,0.0
14500,7,117,88,356.9,51.0,6,16.67,7,0.0,0.0
13133,7,32,273,109.8,15.7,7,5.0,7,0.0,0.0
16872,7,600,77,680.0,97.1,5,17.83,7,0.0,0.0
18086,7,106,274,101.3,14.5,7,0.0,7,0.0,0.0
16757,7,81,318,106.8,15.3,7,0.0,7,0.0,0.0
15512,7,68,155,121.0,17.3,7,33.83,7,0.0,0.0
13866,7,57,74,145.7,20.8,7,0.0,7,0.0,0.0
14681,7,76,71,498.9,71.3,6,23.33,7,0.0,0.0
14494,7,92,25,139.6,19.9,7,0.0,7,0.0,0.0
15958,7,33,74,104.4,14.9,7,0.0,7,0.0,0.0
17206,7,76,53,204.2,29.2,7,0.0,7,0.0,0.0
18064,7,384,133,814.0,116.3,7,17.0,7,0.0,0.0
14641,7,90,21,110.5,15.8,7,0.0,7,0.0,0.0
14601,7,168,10,214.0,30.6,7,0.0,7,0.0,0.0
13072,7,69,266,177.2,25.3,7,0.0,7,0.0,0.0
14473,7,88,74,234.3,33.5,7,34.67,7,0.0,0.0
15158,7,198,45,401.4,57.3,7,0.0,7,0.0,0.0
13938,7,70,35,71.7,10.2,7,0.0,7,0.0,0.0
18048,7,127,203,172.3,24.6,6,0.0,7,0.0,0.0
14890,7,51,253,125.7,18.0,7,0.0,7,0.0,0.0
15458,7,156,25,161.6,23.1,7,0.0,7,0.0,0.0
16963,7,35,187,110.5,15.8,7,0.0,7,0.0,0.0
17709,7,17,169,137.4,19.6,7,0.0,7,0.0,0.0
16597,7,184,4,90.0,12.9,7,0.0,7,0.0,0.0
13876,7,36,63,122.7,17.5,7,0.0,7,0.0,0.0
13347,7,204,70,291.4,41.6,7,0.0,7,0.0,0.0
15463,7,106,29,126.1,18.0,7,0.0,7,0.0,0.0
15030,7,372,71,518.3,74.0,7,32.67,7,0.0,0.0
17647,7,30,65,133.1,19.0,7,0.0,7,0.0,0.0
15567,7,223,18,186.0,26.6,7,0.0,7,0.0,0.0
16658,8,40,368,123.2,15.4,8,0.0,8,0.0,0.0
13058,8,52,24,271.4,33.9,5,18.0,8,0.0,0.0
14238,8,111,326,146.8,18.4,8,0.0,8,0.0,0.0
16586,8,95,248,463.9,58.0,8,0.0,8,0.0,0.0
14248,8,102,318,302.6,37.8,8,0.0,8,0.0,0.0
14368,8,36,319,155.0,19.4,8,0.0,8,0.0,0.0
14280,8,52,196,134.0,16.8,8,0.0,8,0.0,0.0
12974,8,24,197,144.8,18.1,8,0.0,8,0.0,0.0
15226,8,71,310,154.4,19.3,8,0.0,8,0.0,0.0
15405,8,193,189,349.1,43.6,8,0.0,8,0.0,0.0
14699,8,77,214,109.1,13.6,8,0.0,8,0.0,0.0
15565,8,60,50,173.2,21.6,8,2.86,8,0.0,0.0
17349,8,102,179,98.3,12.3,8,0.0,8,0.0,0.0
16178,8,94,138,197.9,24.7,8,0.0,8,0.0,0.0
18249,8,128,17,95.3,11.9,8,0.0,8,0.0,0.0
16913,8,82,290,113.4,14.2,8,0.0,8,0.0,0.0
17643,8,71,373,101.6,12.7,8,0.0,8,0.0,0.0
15739,8,472,66,449.1,56.1,8,0.0,8,0.0,0.0
15419,8,230,24,135.9,17.0,8,0.0,8,0.0,0.0
13710,8,176,31,180.5,22.6,8,0.0,8,0.0,0.0
12450,8,128,156,197.9,24.7,7,2.43,8,0.0,0.0
13207,8,130,15,250.3,31.3,7,19.29,8,0.0,0.0
13686,8,70,182,72.0,9.0,8,0.0,8,0.0,0.0
18138,8,38,295,152.7,19.1,8,0.0,8,0.0,0.0
13484,8,44,241,313.8,39.2,8,0.0,8,0.0,0.0
14406,8,77,119,156.8,19.6,8,0.0,8,0.0,0.0
13103,8,82,39,243.9,30.5,8,0.0,8,0.0,0.0
13638,8,93,15,122.6,15.3,8,0.0,8,0.0,0.0
18209,8,58,28,139.1,17.4,8,0.0,8,0.0,0.0
14693,8,34,264,172.9,21.6,8,0.0,8,0.0,0.0
16849,8,33,186,124.6,15.6,8,0.0,8,0.0,0.0
13059,8,35,249,183.4,22.9,8,0.0,8,0.0,0.0
